,Scenario_Full_List,Scenario,ClimateScenario,ClimateGroup,HarvestScenario,Replicate,Time,EcoregionName,NEEC,SOMTC,AGB,AG_NPPC,C_Leaf,C_FRoot,C_Wood,C_CRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3
7248,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco3,-192.1,15690.1,21685.1,406.9,634.5,482.2,9559.9,2451.5,2113.9,1011.8,17.9,6.6,27,5.4,147.3,2255.5,6525.1,6762.3
7249,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco4,-206,16305.7,21885.6,418.6,655.1,497.9,9633.3,2470.5,2084.2,991.2,18.4,6.7,27.8,5.5,147.2,2184.8,6524,7449.6
7250,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco5,-198.3,14688.6,16342.5,367,562.8,427.7,7119.8,1828.1,1653.1,900.8,15.8,5.6,23.9,4.7,119.6,2107.4,5650.2,6811.4
7251,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco6,-215.6,25655.3,18075.2,406.7,652,495.5,7844.9,1982.9,1886.1,1031.1,18,6.6,26.7,5.4,134,2754.4,10573.4,12193.5
7252,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco7,-182.9,26991.8,14233.4,371.5,580.7,441.3,6110.4,1541.7,1740,1116.4,16,5.8,23.6,4.7,121.1,2783.3,10662,13425.5
7253,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco8,-192,11034.8,33496.2,487,810.5,616,14935.9,3800.4,2686.7,1003.9,19.3,6.8,29.5,5,178.5,1242,5391.1,4223.1
7254,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco9,-195.1,11973.7,31444.6,483.4,806.5,612.9,13975.4,3550.3,2567.8,1013.1,19.1,6.8,29,5,172.7,1303.3,5461.6,5036.1
7255,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco10,-221,15806.6,26876.8,485.4,794.5,603.8,11839.8,3011.7,2273.9,1060.7,18.8,6.7,28.8,4.8,160.4,2088.5,6762.5,6795.2
7256,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco11,-215.1,17145.6,32581.3,516.8,877,666.5,14438.8,3659.2,2643.7,1086.3,20.5,7.4,31.4,5.4,180.8,2041.8,7250.8,7672.3
7257,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco12,-232.2,18218.2,29832.4,513.9,864.1,656.7,13159.4,3335.2,2445,1076.6,20.4,7.2,31.1,5.2,171.7,2392.6,7361.2,8292.8
7258,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco13,-244.4,24511.1,30777.1,515.9,878.1,667.4,13589.3,3432.5,2492.5,1075,20.5,7.5,30.8,5.3,173.9,2583.6,11374.2,10379.4
7259,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco14,-259.7,27383.4,29032.8,533.2,895.6,680.7,12751.8,3215.9,2409.7,1138.6,20.5,8.1,29.4,5.5,172.5,2881.1,12019.1,12310.7
7260,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco15,-310.5,9543.7,29415.4,516.6,777.7,591,13050.4,3346.1,2304.3,880,21.2,7.6,30.5,5,171.6,1253.8,4696.8,3421.5
7261,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco16,-294.1,12866.7,26197.6,494.5,777.8,591.1,11537.3,2932.9,2120.3,905.9,19.6,7.9,27.3,5,160.8,1569.8,5523.1,5613
7262,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco17,-305.3,14108.8,25071.1,506.7,780.4,593.1,11005,2799.9,2076.5,985.1,20.1,7.4,29.9,4.9,158.5,1735.3,5931.1,6284
7263,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco18,-343,17456.1,34273.9,594.2,963,731.9,15148.3,3854.8,2741,1034.8,24.5,9.6,34.2,6.2,201.8,2023.6,6878.7,8352
7264,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco19,-329,19351.4,33879.2,591.4,950.5,722.4,14975.2,3801.9,2780.6,1170.2,24.3,9.1,35.2,6,200.6,2614.4,7825.8,8710.7
7265,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco20,-357.9,18088.1,32526,599.5,946.2,719.1,14343.5,3647,2555.1,1032.3,24.3,9.2,34.8,6,192.9,2023.6,6979,8892.7
7266,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,50, eco21,-395.2,28463.7,33923.1,637.5,1005,763.8,14941.1,3785.8,2684.9,1146.5,25.3,10.4,34.4,6.5,204.3,3119.9,12416.2,12723.3
7267,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco1,-231.7,10215.6,26581.4,452.8,694.9,528.1,11801.3,3011.6,2298.9,916.9,22.7,9.2,29.8,8.5,155.4,1159.6,4993.8,3906.7
7268,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco2,-233.6,11843.5,25768.5,455,691,525.2,11422.8,2926.9,2273.2,954.2,22.6,9.1,29.7,8.4,154.4,1377.9,5330.8,4980.5
7269,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco3,-252.5,15925.9,23065.9,456.5,691.1,525.2,10152.2,2598,2070.6,960.5,22.6,9,29.6,8.4,145.5,2315.9,6696.9,6767.6
7270,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco4,-259.3,16534.8,23086.8,463.7,704,535,10149,2596.6,2070,959.1,23,9.1,30.2,8.5,146.2,2241.9,6693.8,7452.9
7271,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco5,-261,14912.9,17618,419.7,629.7,478.6,7652.5,1958.4,1610.9,846.2,20.5,8,27.2,7.5,120,2171.2,5810,6811.7
7272,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco6,-263.7,25898.3,18342.6,443.2,685,520.6,7937.7,2002.1,1778.5,981.2,22.1,8.8,28.8,8.2,129.3,2813.7,10748.5,12206.8
7273,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco7,-256.7,27109.4,14786.9,425.3,642.9,488.6,6308.3,1588.1,1547.8,983.3,20.6,8.2,27,7.6,115.8,2819,10737.5,13437.1
7274,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco8,-252.5,11290.4,35565.6,529.9,859.6,653.3,15859.4,4028.1,2788.6,1012,25.4,10,33.6,8.8,183.5,1281,5595.3,4230.6
7275,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco9,-265.6,12205.6,33376.5,532.9,862.3,655.3,14827.6,3759.1,2641.4,1009.2,25.3,10,33.5,8.8,177.3,1339.6,5645.1,5043.5
7276,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco10,-299.6,16082,28384.3,538.5,850.6,646.5,12492.3,3170.4,2287.2,1025.9,24.9,9.9,33.3,8.6,162.8,2147.3,6973.9,6798
7277,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco11,-289.6,17416.2,34250.8,567.2,923,701.4,15177.6,3838.7,2712.3,1086,26.9,10.7,35.8,9.4,184.5,2094.7,7464.2,7672.7
7278,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco12,-303.1,18515,31072.5,560.5,902.9,686.2,13703.5,3465.2,2491.6,1074.8,26.4,10.4,35.1,9.1,173.8,2461,7587.4,8292.7
7279,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco13,-314.1,24951.2,32105.9,561.5,914,694.7,14177.9,3574.9,2541.6,1070.6,26.5,10.8,34.9,9.2,176.2,2656.2,11724.9,10393.9
7280,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco14,-324.2,27786.3,29927.3,572.7,923.8,702.1,13143.9,3306.9,2434.8,1133.5,26.5,11.4,33.7,9.4,173.2,2952.4,12335.6,12325.1
7281,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco15,-280.3,9957.6,31313.2,532.5,807.2,613.5,13913.1,3559.1,2483.1,949.6,22.8,9.1,30.2,7.3,172.4,1325.8,5029.3,3430.1
7282,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco16,-238.4,13196,26066.1,479.5,741.6,563.6,11511.7,2919.7,2231.1,997.1,20.1,8.7,25.9,6.8,154.1,1633.4,5796.3,5612.2
7283,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco17,-282.6,14417.5,25854.5,519.6,795.8,604.8,11357.8,2882.9,2135.8,1014.1,21.8,8.8,29.7,7.1,154.6,1797.3,6182.2,6283.5
7284,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco18,-308.4,17896.1,35466,608.4,967,734.9,15704.6,3979.5,2907.6,1109,26.3,11.3,33.5,8.8,200.2,2108.9,7238.3,8348.7
7285,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco19,-310.2,19752.5,35001,615.8,967.1,735,15485.8,3918.5,2856.9,1196.4,26.5,11,34.9,8.7,197.4,2705.3,8139.1,8710.7
7286,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco20,-329.4,18458.3,33708.6,617.3,961.5,730.7,14884,3771.7,2699.1,1099.5,26.3,11,34.4,8.7,191.5,2096.7,7282.3,8887.8
7287,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,60, eco21,-356.8,29075.7,34621.2,644.5,998.4,758.8,15275.8,3859.2,2817.3,1229.7,26.9,12,33.9,9.1,199.7,3235.1,12901.9,12739
7288,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco1,-238.7,10379.6,28599.9,487.1,760,577.6,12685,3233.7,2277.8,891.4,21.5,8.5,29,7.6,153.6,1183.8,5128.2,3914
7289,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco2,-248.4,12009.9,27669.7,495.1,762.1,579.2,12245.2,3132.7,2246.5,919.9,21.5,8.5,29.2,7.6,152.6,1405,5462.4,4990
7290,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco3,-280.3,16131.4,24879.2,504.7,771,586,10924.5,2790.1,2030.8,917.2,21.7,8.5,29.5,7.6,144,2365.9,6847.8,6773.8
7291,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco4,-284.4,16731.5,24796.9,510.1,780.6,593.3,10876.1,2776.6,2033.2,922.9,22,8.5,29.9,7.7,144.5,2288.9,6841.2,7456.9
7292,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco5,-300.6,15132.8,19562,476,731,555.6,8464.8,2160.2,1586,801.4,20.5,7.8,28.2,7.1,121.1,2230.3,5968.9,6812.5
7293,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco6,-323.1,26092.9,20062.4,510.6,793.4,603,8637.5,2174.9,1684.1,896,22.1,8.5,29.8,7.7,127.6,2854.2,10889.8,12221.3
7294,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco7,-335,27192.5,16646.7,504.5,766.9,582.8,7058.4,1774.4,1427.4,866.7,21.2,8.2,28.7,7.4,114.4,2838.8,10789.7,13449.7
7295,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco8,-259.5,11480.3,37988.2,565,933.9,709.8,16923.9,4289.9,2791,992.9,24.3,9.3,33.4,7.9,183.4,1306.1,5751.7,4239.1
7296,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco9,-281.5,12383,35768.5,574.3,945.6,718.7,15868.5,4014.4,2635.2,982.2,24.5,9.4,33.7,8,177.7,1364.3,5789.2,5051.8
7297,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco10,-325.1,16309.9,30606.4,585.5,940.3,714.6,13447,3405.8,2270.2,982,24.4,9.4,33.8,7.8,163.3,2192.5,7152.6,6801.4
7298,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco11,-311.5,17631.4,36745.6,614.2,1011.8,769,16261.3,4105.1,2704.5,1050.6,26.1,10.1,36,8.5,185,2133.2,7639.7,7673.6
7299,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco12,-332.3,18758.2,33286.3,612.9,998.4,758.8,14648.4,3696.7,2486.5,1030.6,25.8,9.9,35.7,8.3,175,2512.3,7777.8,8293.2
7300,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco13,-345.7,25339.1,34408.4,614,1008.9,766.7,15165.3,3817.5,2524.3,1021.6,25.9,10.2,35.3,8.4,176.9,2711.7,12040.6,10409.9
7301,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco14,-342,28142.7,31414.8,612.8,994,755.5,13772.8,3459.2,2419.9,1092.3,25.3,10.5,33.4,8.3,172.1,3004.9,12624.5,12341.2
7302,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco15,-281.4,10211.6,34132.5,551.7,888.7,675.4,15156.7,3864.2,2466.9,909.9,22.1,8.6,30.1,6.7,168.4,1358,5244.9,3440.3
7303,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco16,-277.4,13343.6,28199.3,522.8,832.3,632.6,12423.7,3139.9,2129.2,903.4,20.1,8.5,26.6,6.3,149.8,1649.8,5932.4,5611.7
7304,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco17,-316.7,14589.9,27993.9,561.5,892.1,678,12267.1,3104.8,2054.9,938.5,21.9,8.6,30.6,6.6,151.3,1824,6331.5,6283.2
7305,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco18,-334.8,18189.4,38018.3,649.3,1058.7,804.6,16812.6,4246.4,2823.1,1060.5,25.9,10.8,33.8,8,195.6,2160,7488.4,8345.4
7306,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco19,-343.7,20000.4,37337.8,659.9,1061.8,806.9,16489.5,4163,2752.5,1122.3,26,10.5,35.2,7.9,192,2757.5,8339.6,8711.4
7307,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco20,-355.2,18699.9,36168.8,658.7,1060.4,805.9,15941.4,4028.5,2641.9,1049.7,26,10.6,34.9,7.9,188.6,2137.7,7490.9,8882.7
7308,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,70, eco21,-360.9,29607.4,35885,670.2,1066.7,810.7,15801.4,3981.6,2839.5,1194.6,25.8,11.1,33.5,8,197.1,3311.3,13341.7,12757.4
7309,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco1,-237.7,10558,29774.7,489,772.8,587.4,13224.3,3365.2,2381.5,921.1,23,9.1,30,8.2,156.8,1210.5,5269.2,3921.4
7310,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco2,-258.2,12174.8,29040.5,503.1,785.4,596.9,12866.4,3283.3,2310.2,930.3,23.3,9.2,30.6,8.2,154.7,1431.6,5589.1,4999.4
7311,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco3,-287.3,16354.9,25895.2,511.2,788.9,599.6,11384.2,2900,2099.2,937.1,23.4,9.1,30.7,8.2,146.2,2417.6,7010.9,6780.2
7312,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco4,-290.5,16949.2,25636.6,516,793.6,603.1,11257.8,2867,2106.7,947.3,23.5,9.1,30.9,8.2,146.7,2338.5,7002.7,7461.2
7313,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco5,-311.1,15382.5,20674.3,487.4,755.1,573.9,8963.5,2280.7,1655.5,821.2,22.3,8.5,29.7,7.8,124.3,2294.2,6150.3,6813.8
7314,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco6,-350.1,26331.2,21145.3,531.1,818.7,622.2,9121.2,2294.3,1706,894.5,24,9.3,31.4,8.4,129.3,2902.9,11063.3,12235.7
7315,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco7,-396,27347.5,18431.9,554.5,843.2,640.8,7821.2,1963.6,1453.8,833.4,24.6,9.5,32.4,8.6,120.2,2870.7,10894.6,13461.9
7316,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco8,-239.9,11661.5,39689,580,948.7,721,17708.5,4479.9,2851,1009.1,19.7,7.1,29.9,5.3,180.6,1330.8,5902.3,4247.8
7317,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco9,-266.2,12566.7,37302,592.2,960.8,730.2,16574.1,4185.2,2697,1000.3,19.9,7.2,30.3,5.3,175.2,1391.1,5940,5060.3
7318,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco10,-318,16538.1,31815.4,606.4,956.1,726.6,13999.4,3538.6,2312.8,995.5,19.8,7.1,30.3,5.3,160,2238.4,7334.5,6805.3
7319,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco11,-298.3,17857.5,38313.1,634.5,1027.8,781.1,16982,4280,2757.9,1067.9,21.3,7.7,32.3,5.7,182,2175.5,7825,7674.9
7320,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco12,-337.3,18996.7,35129.2,645.6,1034.6,786.3,15478.4,3899.4,2518.1,1024.1,21.5,7.7,32.7,5.7,172.6,2563.5,7966.5,8294.1
7321,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco13,-347.7,25734.3,36418.7,644.9,1039.2,789.8,16079.9,4042.1,2575.6,1018.5,21.4,7.9,32.3,5.8,175.1,2770.4,12362.6,10426.2
7322,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco14,-362.3,28463.2,33057.2,653.7,1028.1,781.4,14510.6,3639.8,2411.5,1064.8,21,8.2,30.5,5.7,168.3,3052.6,12885,12357.3
7323,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco15,-253.9,10462.3,35543.8,559.6,891.2,677.3,15817.6,4020,2553.8,948,17.6,6.4,26.3,4.5,165.1,1396.8,5449.8,3450.6
7324,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco16,-301.5,13527.1,29799.8,567.4,872.6,663.1,13135.7,3311.4,2157.4,894.1,16.8,6.7,24.1,4.5,148.7,1682.8,6084.2,5611.4
7325,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco17,-324.7,14802.9,29305.4,594.1,917.8,697.5,12857.9,3247.4,2109.6,954.3,18,6.6,27.6,4.6,149.1,1864.8,6505.8,6283.3
7326,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco18,-349.2,18474.9,40369.4,691.9,1093.5,831.1,17882.9,4507.2,2853.3,1049,21.3,8.3,30.5,5.6,192.1,2215.6,7724.4,8342.8
7327,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco19,-359.4,20263.5,39459.4,704,1099.1,835.3,17449.4,4396.2,2809.3,1109,21.5,8.1,32,5.5,189.5,2813.9,8547.5,8712.5
7328,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco20,-364.6,18959.9,38341.8,697.8,1094.9,832.1,16928.3,4268.7,2701.4,1051.7,21.4,8.2,31.6,5.5,186,2187.7,7707.8,8878.3
7329,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,80, eco21,-412.9,30072.6,38409.2,739,1132.8,860.9,16921.8,4255.7,2791.3,1149.4,21.8,8.9,31.1,5.8,192.6,3386.1,13718.4,12775.5
7330,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco1,-255.2,10694.3,31052.5,532.5,794,603.4,13803.8,3504.9,2412.6,925.9,15.2,5.5,23.5,4.2,150.9,1229,5385.3,3929.2
7331,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco2,-287.6,12315.3,30071.7,555.6,804.2,611.2,13332.2,3392.4,2358.7,942.8,15.4,5.5,24,4.2,149.2,1452.5,5704.2,5009.4
7332,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco3,-312.9,16539.5,26493.4,556.6,793.8,603.3,11660.5,2961.8,2125.6,951,15.2,5.4,23.6,4.2,138.9,2459.2,7154,6787.3
7333,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco4,-331.3,17116.3,26594.7,572.8,812.8,617.7,11689,2968.8,2115,941.9,15.5,5.5,24.2,4.2,139.7,2375.1,7135.5,7466.1
7334,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco5,-341,15608,21109.6,532.5,751.6,571.2,9171.7,2328.1,1696.1,847.7,14.3,4.9,22.7,3.9,118,2351.8,6322.6,6815.5
7335,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco6,-422.4,26554.8,22315.5,608.3,854.2,649.2,9635.8,2421.2,1720,881.6,16.1,5.7,25.1,4.4,124.2,2944.6,11235.3,12250.7
7336,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco7,-456.2,27543.8,19016,619.9,851.3,647,8087.5,2029,1490.2,863.8,16,5.6,25,4.3,114.2,2911.5,11043.4,13474.8
7337,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco8,-232,11827.8,41005.6,588.7,941.3,715.4,18334.8,4628.7,2954.1,1036.1,16.9,5.9,26.9,4.2,179.5,1354.1,6037.6,4256.7
7338,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco9,-260,12736.7,38211.9,600.4,942.1,716,17020.5,4290.5,2784.1,1037.7,16.9,5.9,26.9,4.1,172.8,1417.1,6077.6,5069.1
7339,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco10,-335.9,16750.3,32548.3,630.7,946.9,719.7,14353.1,3620.8,2381.8,1023.5,17,5.9,27.2,4.1,157.5,2281.6,7501.5,6809.6
7340,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco11,-312.2,18069.3,39522.2,657.7,1016.1,772.2,17562.1,4419.6,2845.1,1094.4,18.1,6.4,28.9,4.5,179.9,2215.4,7997.3,7676.6
7341,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco12,-360.9,19230.2,36465.1,675.4,1030.3,783,16110.7,4051.9,2601.3,1045,18.5,6.4,29.5,4.5,170.8,2614.1,8149.9,8295.5
7342,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco13,-355.5,26128.5,37277.6,662,1016.5,772.6,16506.2,4144.1,2668.4,1058.1,18.1,6.4,28.6,4.4,172.6,2830.7,12682.4,10442.8
7343,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco14,-409.1,28789.1,34264,699,1030.5,783.2,15075.5,3777.6,2476.6,1078.8,18.1,6.9,27.5,4.5,166.4,3104.3,13144.7,12373.7
7344,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco15,-242.7,10702,36225.9,556.7,865.8,658,16163.7,4093.1,2747.5,998.1,17,6.2,25.3,4.4,170.6,1435.2,5635,3461.1
7345,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco16,-306.9,13750.8,30976.4,576.8,868.3,659.9,13693.1,3444.6,2317.3,928.6,16.5,6.7,23.8,4.5,155,1725.7,6258.6,5611.5
7346,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco17,-330.6,15023.4,29842.6,599.5,897.2,681.9,13131,3308.4,2225.5,1002,17.4,6.5,26.6,4.5,152.2,1909.5,6677.9,6283.8
7347,CR_CCSM_CurHarv_Rep9,CR_CCSM_CurHarv,CCSM,ClimateChange,Current,9,90, eco18,-346.5,18762.9,41769.5,693.1,1067,810.9,18567.5,4670.2,3033.5,1089.4,20.6,8.1,29.4,5.5,197.3,2272,7952.9,8340.7
