,Scenario_Full_List,Scenario,ClimateScenario,ClimateGroup,HarvestScenario,Replicate,Time,EcoregionName,NEEC,SOMTC,AGB,AG_NPPC,C_Leaf,C_FRoot,C_Wood,C_CRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3
1,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco1,0,8697.1,18410.6,17,328,249.2,8327.4,2138.4,1943.9,553.1,21.4,8.6,27.9,7.3,142,846.2,3837.9,3871
2,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco2,0,10371.2,18352.8,18.3,316,240.2,8312.1,2147.5,1943.6,555.4,21.3,8.4,27.5,7.1,144.4,1022,4270.7,4934.1
3,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco3,0,14233.2,17792.2,8.3,322.8,245.3,8041.6,2081.9,1849.3,528.7,20.9,8.4,26.6,7,142.4,1702.1,5640.8,6747.9
4,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco4,0,15182.8,17865.7,10.5,320.3,243.4,8078.5,2098.5,1844.1,528.8,21,8.3,26.7,6.9,144.9,1696,5896.8,7445.1
5,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco5,0,13472.5,12807.1,8.8,264.5,201,5756.6,1491.5,1260.1,358.9,16.5,6.4,20.7,5.3,105.6,1514.3,5032.2,6820.4
6,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco6,0,24173.9,15436.2,50.4,376.3,286,6880.6,1753.2,1466.3,408.9,22.6,8.7,28.2,7.2,137.6,2053.5,9855,12127.7
7,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco7,0,25923.8,13684.8,40.5,358.8,272.7,6074.8,1548.6,1245.3,345.9,21.2,8.2,25.9,6.7,126.8,2075.8,10353.5,13367.7
8,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco8,0,9703.8,23025.9,19,357.3,271.5,10467.6,2661.3,2344.7,666.3,21.7,8.5,27.2,6.9,159.2,960.5,4392.3,4191.8
9,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco9,0,10813.3,22180,15.2,353.9,269,10073.3,2565.7,2233.2,635.2,21.3,8.3,26.3,6.7,155.7,1025.4,4626.6,5005.6
10,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco10,0,14186.3,20675.7,23,409.3,311.1,9310.3,2377.5,1933.9,546.7,22.6,9.1,27.7,7.1,151.7,1547,5694.1,6793.5
11,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco11,0,15927.1,23705.1,14.6,418.6,318.1,10725.1,2730.9,2317.5,657.6,23.8,9.5,29.3,7.5,168.9,1637,6439.7,7681.7
12,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco12,0,16837.8,21804.6,12.9,418.7,318.2,9831.5,2503.6,2080.5,588.7,23.3,9.3,28.6,7.3,158.2,1857.3,6516.9,8305.4
13,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco13,0,22343.5,23129.9,21.6,453.9,344.9,10419.2,2641.5,2208.2,621.1,24.8,10.5,29.5,7.9,170.4,1987.9,9871.8,10313.3
14,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco14,0,25409.9,22493.8,18.3,474.1,360.3,10100.2,2563.9,2070.8,581.5,24.9,11.3,27.3,8,169,2211.2,10785.4,12244.3
15,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco15,0,7659.4,16778.6,25.3,328.4,249.6,7559.5,1923.1,1655.1,464.6,19.7,8.2,23.6,6.1,127.6,807.6,3333.7,3390.5
16,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco16,0,11353.4,17821,39.1,366.1,278.2,8011.7,2036.5,1684.7,471.8,20.8,9.4,23.6,6.6,138.5,1112.1,4477.9,5624.8
17,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco17,0,12607.9,17229.9,45.3,366.4,278.5,7733.3,1969.5,1607.8,450.9,20.3,8.8,24.3,6.3,137.3,1218.8,4956.8,6295
18,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco18,0,15496.9,19121.4,13.7,415,315.4,8574,2200.6,1744,491.6,23.4,10.4,26.3,7.1,148.8,1445,5524.1,8378.9
19,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco19,0,17172.4,21775,34.6,424.9,322.9,9811.4,2508.6,2119.2,600.2,24.4,10.5,28.5,7.5,166.5,1894,6390.9,8721.1
20,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco20,0,16744.7,19910.5,23.6,413,313.8,8946.7,2281.4,1878,527.2,23.8,10.3,28,7.4,161,1496.9,6161.5,8925.2
21,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,0, eco21,0,25861.5,21235.6,16,443.8,337.3,9539,2430.5,2006.9,564.9,24.3,11.7,26,7.8,175.1,2251.5,10780.4,12654.5
22,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco1,-140.7,8819.2,19526,285.5,505.7,384.4,8673.7,2225,1867,662.6,20.7,8.2,26.8,7.1,131.7,893.5,3918.9,3875
23,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco2,-146.6,10453.4,19502.6,292.7,498,378.5,8670.3,2237.8,1867.4,672.2,20.6,8.1,26.4,7,132.3,1080.9,4300.6,4939.6
24,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco3,-158.6,14316,18698.4,299.1,501.2,380.9,8288.9,2142.1,1796.3,672.4,20.6,8.1,26.1,7,129.8,1820.5,5616.6,6749.1
25,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco4,-157.4,15208.5,18711.4,301.8,492.1,374,8304.1,2154.4,1799.2,679.8,20.6,8,26.1,6.9,130.1,1816.8,5816.6,7444.9
26,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco5,-140.6,13445.3,13809.8,248.7,410.3,311.8,6081.7,1576.6,1274.8,498.6,17.1,6.5,21.5,5.7,98.9,1646.8,4882.2,6817.4
27,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco6,-187,24197.1,17035.6,315.7,570.5,433.6,7437.8,1896.7,1499.9,582.2,23.4,9,29.2,7.8,121.9,2233.7,9703.5,12138
28,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco7,-190.4,25790.3,15846.5,313.2,558,424.1,6891.4,1758.9,1310.2,498.1,23,8.9,28.2,7.5,113,2258.5,10041.9,13376.8
29,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco8,-170.1,9822,25066.3,342.9,603.5,458.6,11180.2,2848.4,2213.5,747,24.9,9.9,30.4,8.3,154.8,1010.3,4460.3,4196.6
30,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco9,-185.5,10873.6,24546.4,354.4,608.7,462.6,10930.5,2789.8,2128.9,722.9,25.3,10.1,30.3,8.4,152.6,1079.6,4631,5010.4
31,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco10,-215.3,14342.9,22205.2,369.2,621.6,472.4,9816.6,2511.8,1916.7,715,26,10.6,31.1,8.5,146.9,1679.8,5723.9,6792.2
32,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco11,-207.9,15981.2,25729.9,390.1,678.2,515.5,11417,2911.1,2237.3,784.9,27.9,11.3,33.6,9.2,163.6,1731.9,6406.6,7679.1
33,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco12,-220.6,16910.3,23853.5,387.9,664.5,505,10548.5,2691.5,2043.5,733.9,27.6,11.2,33.1,9,155.2,1988.9,6464.4,8301.9
34,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco13,-214.6,22603.4,24264.5,381.4,679.4,516.3,10726.8,2723.9,2148.4,789.9,27.6,11.7,32.4,9.2,159.2,2132.4,9987.3,10324.4
35,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco14,-234.5,25591.2,23569.2,402.8,696.2,529.1,10383.2,2639.6,2059.2,792.5,28.2,12.9,30.9,9.6,159.5,2385.2,10791.1,12255.5
36,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco15,-268.9,7871.8,18464,348.2,518.3,393.9,8161.6,2084.9,1631,582,27.7,11.7,32.1,8.2,134.9,896.2,3445.9,3394.8
37,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco16,-253.8,11529.5,17397.7,344.2,497.8,378.3,7680.7,1961.1,1698.6,709.1,26.3,11.8,29.2,7.9,136.2,1232.4,4539.7,5621.1
38,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco17,-316.2,12713.9,18679.2,398.7,559.7,425.4,8221.1,2102.8,1644.7,637.2,30,13.1,34.2,8.9,142.2,1354.8,4925.7,6291.1
39,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco18,-395.3,15662.7,21457.3,480.4,642.4,488.3,9444.2,2433.8,1822.5,692.7,35.8,15.9,38.8,10.5,163.7,1582.4,5544.7,8371.9
40,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco19,-440.5,17394.3,24478.9,533,707.6,537.8,10799.4,2769.1,2130.9,772.5,39,17.3,42.9,11.5,183.2,2062.2,6432.4,8716.5
41,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco20,-338.4,16741.5,21753.9,443.1,636.3,483.6,9589.7,2453.6,1908.3,713.4,34,14.8,38.4,10.1,162.4,1639.4,6022.4,8917.3
42,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,10, eco21,-420.4,26079.1,23383.2,514.5,698.2,530.6,10293.7,2631.3,2044.7,771.5,37.2,17.7,38.7,11.3,178.2,2466.9,10768.4,12665.7
43,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco1,-224,9016.5,20398.9,367.1,575.1,437.1,9014.7,2311.4,1806.8,727.6,23.7,10,27,9.2,127.4,944.9,4064.4,3879.7
44,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco2,-231.5,10629.7,20382.7,375.4,570.1,433.3,9011.9,2322.8,1809.8,747.2,23.7,9.8,26.8,9.1,127.8,1137.4,4418.6,4945.9
45,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco3,-253.6,14520.2,19392.2,387.9,574.3,436.5,8542,2203.8,1750,762,23.5,9.8,26.4,9.1,125.1,1925.7,5718.1,6751.2
46,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco4,-251.5,15359.9,19331.8,390.1,563.2,428,8524.6,2208.6,1756.6,770.7,23.3,9.6,26.3,8.9,125.5,1914,5874.9,7445.5
47,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco5,-237.9,13578.4,14809.1,339.9,485.4,368.9,6476.3,1680.2,1289,593.7,20.4,8.2,22.8,7.6,99.6,1756.8,4907.2,6814.9
48,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco6,-268.4,24390,17566.1,392.2,622.7,473.2,7634.9,1948.2,1524.7,718.3,25.6,10.5,28,9.7,117.2,2385.8,9737.5,12149.5
49,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco7,-260.7,25880.6,16371,382.9,605.7,460.3,7090.1,1810,1391,670,25,10.3,27.1,9.3,110.7,2411,9972,13387
50,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco8,-282.4,10030,27331.2,481.4,723.5,549.8,12124.9,3093.1,2128.8,781.5,22.3,8.6,27.8,7,149.3,1063.7,4614.7,4202.3
51,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco9,-296.1,11059.7,26630.8,491.8,726,551.8,11793,3012.8,2072,786.7,22.4,8.7,27.6,7,147.4,1135,4761.3,5016
52,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco10,-331.1,14617.7,23512.7,504.6,711.1,540.5,10341.8,2648.8,1877.9,808.1,22,8.6,27.1,6.8,139.2,1791.7,5894.8,6791.9
53,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco11,-333.7,16158.2,27500.2,538.3,792.8,602.5,12134.6,3093.9,2164,856.9,24.1,9.5,29.7,7.6,155.3,1812.8,6513.1,7677
54,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco12,-346.9,17134.7,25293.8,534.5,766.4,582.5,11123.6,2840.1,2004.3,836,23.6,9.2,29,7.3,147.7,2102.9,6585.2,8298.9
55,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco13,-345.1,22962.7,25430.7,527.1,782.4,594.6,11172,2837.8,2055.3,864.5,23.6,9.6,28.4,7.5,149,2259.2,10217.5,10337
56,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco14,-369.5,25895.5,24981.4,553.3,808.4,614.4,10934.8,2778.6,1994.6,878,24.2,10.7,27.3,7.8,150.1,2528.6,10948.7,12268.2
57,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco15,-332.1,8194,20386,482.6,621.9,472.7,8961.6,2297.3,1607.3,655.5,17.4,6.6,22.1,4.8,122.9,981.2,3689.6,3400.3
58,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco16,-298.5,11734.9,18489.5,460.9,585.3,444.9,8106.4,2075.2,1590.9,735,16,6.6,19.5,4.6,118.9,1312.2,4685.9,5617.9
59,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco17,-381,12966.8,21017,539.9,676.9,514.5,9202.8,2361.1,1630.1,705.1,18.8,7.4,23.8,5.2,129.4,1460.5,5089.1,6287.8
60,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco18,-442.9,15974.1,24364.1,621.8,787.3,598.4,10665.7,2749.6,1857,782,21.9,8.8,26.8,6.1,148.6,1696.1,5764.3,8365.1
61,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco19,-419,17777,26330.1,628.9,810.4,615.9,11566.8,2967.7,2118.5,891.1,22.6,9,27.7,6.3,161.3,2214.1,6688.8,8712.8
62,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco20,-389.9,16900.5,23729.3,586.1,753.2,572.5,10401.3,2665.5,1886.3,802.5,20.8,8.2,26,5.8,145.4,1735.1,6110.7,8909.4
63,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,20, eco21,-450.5,26469.7,25406.1,644,821,624,11121.9,2843.7,2021.6,873.3,22.3,9.7,25.7,6.5,157.9,2645.6,10987.6,12678.7
64,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco1,-278.2,9228.5,20864.9,477.5,617.1,469,9191.9,2354.2,1807,779.4,16.1,6,23.3,4.8,128.6,989.5,4225.3,3885.1
65,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco2,-290.9,10818.7,21070.9,488.9,623,473.5,9282.5,2387.3,1782.3,795.8,16.4,6.1,23.6,4.8,128.5,1184.6,4552.7,4952.9
66,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco3,-298.3,14762,19620.4,489.3,619.6,470.9,8603.9,2214.2,1730.9,827.9,16.1,6,23.3,4.8,125.7,2015.8,5866.3,6754.2
67,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco4,-304.4,15555,19649.7,499.2,621.1,472,8616.1,2226.2,1729.6,835,16.3,6,23.6,4.8,126.5,1994.1,5987.6,7446.8
68,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco5,-306.7,13785.5,15085.5,449.2,534.9,406.5,6556.6,1698.6,1307.2,688.4,14.4,5.1,20.7,4.1,102,1853.1,5017.6,6813
69,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco6,-315.7,24622.8,16945.6,487.4,642.8,488.5,7323.1,1864.1,1514.7,828.4,16.8,6.1,23.3,4.8,114.7,2503,9843,12162
70,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco7,-314.9,26024.4,16211.6,482.5,636,483.4,6984.8,1778.9,1412.5,784.8,16.7,6.1,22.8,4.8,109.6,2521.7,9995.1,13397.9
71,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco8,-305.2,10232.7,28782.6,588.8,769.2,584.6,12761.5,3250.9,2151,831.1,17.2,6.2,24.2,4.6,147.1,1103.1,4774,4208.5
72,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco9,-305,11253.1,27609.5,587.8,761.9,579,12217.2,3114.2,2103.2,860.3,17,6.1,23.7,4.5,144.5,1175.4,4911,5022.2
73,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco10,-328.9,14890.3,23620.7,586.6,741.3,563.4,10362.4,2648.1,1882.8,898,16.6,6,23.3,4.3,134.6,1875.7,6087.6,6792.4
74,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco11,-327.9,16358,28084.6,626.6,827.2,628.7,12375,3147.3,2171.6,938.3,18.2,6.6,25.3,4.9,150.9,1874.5,6657.2,7675.4
75,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco12,-348,17373.7,25638.5,623.6,803.7,610.8,11248.4,2864.7,2009.6,926.9,17.9,6.5,24.9,4.7,143,2188.5,6745.4,8296.7
76,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco13,-363.2,23330.4,25574.1,624.4,816.7,620.7,11205.1,2841,2022.2,935.9,17.9,6.7,24.3,4.8,143.3,2358.4,10478.2,10350.5
77,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco14,-372.2,26220.8,24654.9,638.3,825.7,627.5,10764,2727.4,1980.6,978,17.8,7.2,22.9,4.9,142.6,2635.5,11161,12281.6
78,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco15,-335,8525.8,21552.6,547,656.8,499.2,9475.2,2429.1,1687.7,735.1,17.4,6.4,22.4,4.4,127.9,1054.5,3937,3406.5
79,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco16,-320.2,11942.8,19507.1,531.4,640.7,487,8529.5,2179.3,1597.7,770.5,16,6.5,20.1,4.3,120.9,1371.2,4835.5,5615.1
80,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco17,-326.8,13287.3,21320.8,561.5,697.9,530.4,9324.7,2390.4,1738.1,843.4,17.8,6.7,23.4,4.6,131.8,1551.7,5318.6,6285.2
81,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco18,-367.1,16325,24962.7,634.7,798.8,607.1,10935.7,2808.8,2013.7,925.5,20.4,7.9,25.7,5.3,151,1788.6,6026.2,8359.1
82,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco19,-341.4,18149.7,26713.1,638.7,826.5,628.1,11730.9,3000.5,2189.6,1013,20.8,8,26.6,5.5,159.8,2330.9,6949,8710
83,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco20,-341.5,17123.7,24321,616.9,787,598.1,10645.8,2721.6,1979,917.5,19.8,7.6,25.7,5.2,147.4,1808.6,6265.4,8902.3
84,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,30, eco21,-380.1,26905.7,26293.5,656.5,851.2,646.9,11508.7,2934.6,2096.3,985.2,20.7,8.8,25.1,5.7,157.9,2784.2,11271.4,12692.2
85,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco1,-201,9426,21548.9,422.8,652.5,495.9,9478,2420.1,1812.7,813.3,13.2,4.4,23.1,3,131.1,1029.2,4375,3890.6
86,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco2,-209.4,11034.3,21566.3,433,662.3,503.4,9476.2,2427.7,1824.6,851.6,13.5,4.5,23.6,3,132.5,1232.1,4709.5,4960.2
87,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco3,-206.5,15017.5,19434.1,423.3,655.7,498.3,8480.3,2170.5,1737.2,895.2,13.2,4.3,23.2,3,127.4,2096,6036.3,6757.8
88,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco4,-212.2,15781.5,19465.2,432.3,659.9,501.5,8490.6,2181,1743.2,909.7,13.4,4.4,23.5,3,128.3,2066.9,6137.7,7448.7
89,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco5,-228.3,14029.1,14865.5,393.3,578.4,439.6,6409.7,1649.5,1347.4,777.5,11.8,3.7,20.9,2.6,104,1937.6,5175.9,6811.6
90,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco6,-231.1,24870.3,15253,421.7,635.2,482.7,6535.2,1654.7,1509,939.4,12.7,4.1,21.9,2.8,112.6,2595.5,9987.5,12174.7
91,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco7,-200.1,26215.9,12906.3,389.6,575.7,437.6,5491.3,1389.2,1425.7,971.5,11.4,3.7,19.7,2.5,103.6,2611.9,10091.3,13409
92,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco8,-205.8,10435.8,29827.2,494.3,809.5,615.3,13212.3,3354.5,2223.7,885.4,16.4,5.7,25.7,4,151.9,1137.8,4930.9,4215.2
93,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco9,-202,11436.8,28146.2,488.3,797.3,606,12434.1,3155.7,2151.3,922.2,16.1,5.6,25.3,3.9,147.6,1208.4,5052,5028.8
94,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco10,-218.1,15150.8,23007.3,482.4,776.3,590,10039.1,2551.5,1878.4,978.2,15.7,5.4,24.9,3.7,135.6,1945.9,6275.7,6793.6
95,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco11,-217.9,16557.7,28287.6,521,864.8,657.2,12432.9,3148.1,2194,1000.2,17.4,6.1,27.1,4.2,154,1925.1,6804.3,7674.3
96,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco12,-228.8,17605.7,25426.4,511.7,844.9,642.1,11107.6,2813.3,2012,999.3,17,5.9,26.8,4.1,144.7,2257.4,6908.6,8295
97,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco13,-244.2,23685,25277.5,513.8,852.6,648,11029.9,2785.5,1998.4,989.1,17.1,6.1,26.2,4.1,144.7,2438.6,10737.1,10364.7
98,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco14,-255.4,26536.7,24241.8,529.7,872,662.7,10523.5,2653.1,1954.2,1036.2,17.2,6.5,25.3,4.3,144.6,2717.4,11378.9,12295.9
99,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco15,-289.1,8831.8,22966.9,483.8,719.4,546.7,10077.7,2576.9,1743.3,779.2,17.9,6.4,25.2,4.3,134.4,1115.1,4168.6,3413.6
100,CR_BNU_AccelHarv_Rep1,CR_BNU_AccelHarv,BNU,ClimateChange,AccelHarv,1,40, eco16,-293.3,12180.9,20850,484.5,731,555.5,9070.5,2308.8,1620.3,802.8,17.2,6.9,23.3,4.4,129.4,1429.9,5009,5612.7
